x,y,group
29,31,A
25,25,A
40,25,A
25,34,A
22,33,A
41,22,A
27,22,A
23,33,A
29,31,A
20,20,A
26,28,A
22,24,A
40,26,A
32,20,A
39,29,A
43,31,A
39,23,A
37,26,A
42,33,A
43,23,A
24,31,A
40,33,A
22,21,A
43,25,A
42,32,A
44,25,A
31,24,A
26,21,A
44,30,A
30,20,A
37,34,A
35,35,A
21,27,A
28,28,A
26,20,A
27,22,A
32,32,A
39,25,A
33,27,A
43,35,A
43,27,A
29,35,A
40,23,A
31,20,A
34,21,A
44,20,A
20,21,A
39,35,A
31,30,A
36,20,A
44,28,A
38,34,A
43,32,A
20,21,A
23,34,A
23,32,A
25,31,A
26,29,A
26,26,A
40,32,A
38,30,A
23,21,A
40,24,A
24,21,A
32,30,A
26,23,A
44,32,A
20,26,A
36,22,A
20,31,A
37,20,A
32,25,A
43,22,A
42,27,A
38,28,A
39,27,A
28,25,A
25,32,A
43,22,A
25,30,A
39,26,A
44,29,A
41,27,A
22,34,A
41,20,A
29,31,A
24,31,A
26,35,A
36,34,A
25,31,A
44,21,A
30,32,A
38,22,A
24,21,A
41,25,A
44,33,A
43,30,A
45,25,A
39,28,A
36,25,A
26,21,A
32,26,A
32,25,A
42,26,A
34,26,A
38,30,A
31,29,A
43,32,A
43,32,A
33,29,A
37,33,A
27,34,A
20,23,A
31,31,A
27,21,A
29,32,A
20,25,A
22,33,A
24,30,A
29,33,A
24,22,A
24,32,A
36,27,A
31,26,A
28,24,A
30,33,A
32,21,A
37,35,A
27,26,A
33,21,A
42,29,A
43,27,A
22,32,A
33,32,A
23,22,A
20,33,A
27,29,A
35,34,A
20,27,A
36,35,A
37,23,A
36,23,A
24,26,A
37,35,A
34,22,A
24,23,A
41,25,A
27,21,A
43,28,A
22,26,A
39,20,A
35,20,A
30,34,A
33,30,A
36,29,A
23,34,A
29,30,A
45,24,A
24,26,A
27,30,A
25,21,A
39,25,A
39,32,A
42,30,A
44,25,A
34,26,A
38,34,A
26,34,A
34,23,A
40,22,A
37,30,A
41,28,A
21,25,A
36,25,A
34,20,A
34,33,A
22,27,A
29,21,A
25,20,A
26,21,A
37,26,A
27,34,A
40,34,A
38,25,A
22,20,A
41,31,A
30,31,A
27,32,A
22,27,A
45,24,A
26,23,A
35,26,A
44,26,A
31,34,A
27,34,A
38,21,A
24,35,A
41,31,A
40,22,A
43,29,A
45,22,A
32,27,A
25,26,A
20,33,A
22,29,A
39,33,A
28,22,A
40,25,A
33,20,A
25,35,A
27,23,A
23,27,A
44,26,A
24,26,A
40,35,A
32,35,A
31,27,A
33,26,A
26,25,A
37,24,A
27,32,A
45,24,A
35,20,A
32,23,A
25,34,A
37,26,A
44,29,A
22,21,A
21,33,A
34,34,A
22,34,A
24,34,A
42,35,A
20,34,A
26,22,A
20,20,A
43,35,A
38,33,A
25,32,A
41,20,A
27,28,A
28,34,A
44,32,A
31,21,A
29,22,A
31,23,A
45,27,A
20,30,A
43,33,A
27,22,A
28,35,A
43,33,A
39,30,A
23,30,A
24,23,A
33,27,A
33,32,A
21,34,A
23,22,A
22,24,A
27,29,A
28,25,A
36,29,A
34,27,A
32,28,A
30,34,A
45,33,A
25,29,A
20,26,A
22,30,A
32,23,A
38,35,A
31,20,A
29,20,A
27,22,A
26,22,A
37,23,A
40,22,A
29,30,A
40,33,A
36,26,A
25,21,A
34,28,A
33,31,A
40,25,A
39,27,A
33,30,A
33,33,A
29,31,A
42,27,A
43,23,A
24,25,A
21,22,A
27,29,A
44,34,A
31,25,A
41,32,A
33,33,A
25,27,A
26,24,A
41,31,A
22,23,A
42,31,A
28,35,A
38,22,A
28,21,A
36,22,A
28,22,A
23,21,A
40,35,A
27,34,A
33,30,A
34,29,A
42,21,A
22,34,A
32,28,A
23,28,A
35,35,A
42,31,A
39,27,A
42,29,A
22,26,A
30,21,A
27,29,A
37,32,A
44,23,A
23,30,A
42,28,A
29,35,A
22,31,A
21,31,A
42,23,A
20,34,A
43,26,A
22,28,A
24,32,A
40,35,A
31,32,A
25,24,A
29,21,A
35,22,A
45,23,A
45,22,A
24,28,A
24,32,A
30,34,A
36,34,A
30,24,A
37,28,A
22,26,A
35,28,A
44,33,A
23,33,A
29,25,A
32,35,A
35,22,A
45,23,A
43,30,A
34,26,A
26,35,A
31,33,A
41,23,A
24,33,A
44,28,A
31,31,A
39,21,A
44,25,A
36,22,A
43,28,A
28,28,A
39,24,A
21,31,A
22,29,A
43,33,A
23,23,A
20,23,A
37,31,A
21,20,A
42,30,A
24,29,A
30,28,A
44,32,A
38,26,A
45,25,A
23,26,A
41,26,A
45,25,A
33,24,A
27,35,A
24,27,A
40,24,A
37,23,A
21,23,A
31,35,A
24,35,A
43,31,A
45,25,A
32,25,A
36,21,A
21,29,A
26,34,A
40,22,A
40,22,A
26,29,A
45,27,A
34,34,A
41,21,A
24,22,A
22,28,A
24,21,A
33,29,A
43,33,A
27,30,A
29,28,A
33,24,A
41,27,A
24,32,A
45,23,A
40,35,A
23,27,A
25,32,A
25,33,A
27,27,A
37,27,A
34,21,A
37,20,A
38,27,A
32,29,A
39,23,A
39,27,A
22,34,A
23,20,A
45,20,A
42,24,A
43,29,A
39,21,A
35,35,A
35,22,A
32,34,A
44,26,A
36,29,A
25,26,A
44,20,A
37,27,A
24,26,A
42,25,A
37,22,A
42,34,A
28,27,A
31,33,A
32,30,A
41,34,A
20,27,A
41,23,A
38,23,A
43,32,A
34,21,A
36,22,A
32,29,A
43,27,A
30,32,A
36,34,A
32,30,A
43,23,A
30,28,A
45,28,A
29,23,A
44,31,A
42,34,A
20,24,A
21,29,A
26,35,A
36,28,A
45,23,A
25,32,A
32,26,A
31,35,A
28,27,A
28,22,A
23,31,A
20,33,A
39,30,A
24,32,A
45,25,A
27,24,A
43,26,A
39,29,A
42,20,A
30,24,A
39,25,A
37,32,A
37,30,A
37,33,A
44,32,A
42,22,A
28,24,A
26,26,A
30,31,A
22,24,A
23,20,A
29,23,A
41,22,A
41,28,A
44,30,A
32,26,A
28,23,A
42,23,A
32,32,A
24,29,A
22,30,A
40,31,A
27,24,A
38,24,A
43,31,A
25,25,A
43,33,A
27,35,A
24,21,A
33,27,A
45,27,A
34,33,A
44,30,A
28,25,A
30,24,A
34,33,A
40,24,A
42,23,A
43,28,A
31,22,A
36,28,A
26,29,A
42,27,A
39,34,A
20,27,A
43,24,A
34,28,A
43,31,A
23,29,A
20,31,A
32,30,A
23,32,A
37,21,A
40,32,A
20,25,A
33,35,A
20,29,A
34,30,A
28,28,A
43,23,A
45,22,A
45,30,A
30,26,A
28,24,A
25,33,A
45,24,A
21,34,A
24,27,A
24,27,A
34,30,A
31,35,A
27,31,A
32,33,A
21,33,A
32,31,A
37,22,A
44,34,A
30,31,A
39,33,A
25,34,A
41,28,A
30,33,A
24,31,A
24,23,A
30,21,A
26,32,A
22,24,A
37,35,A
36,20,A
32,22,A
24,32,A
21,33,A
38,25,A
22,27,A
35,20,A
34,34,A
30,20,A
37,31,A
30,35,A
25,35,A
43,32,A
26,20,A
38,27,A
31,33,A
31,27,A
28,32,A
45,24,A
45,28,A
37,28,A
34,35,A
27,29,A
20,35,A
34,25,A
41,31,A
28,25,A
32,32,A
25,20,A
34,25,A
23,25,A
45,33,A
44,30,A
28,26,A
39,23,A
20,33,A
24,32,A
45,32,A
39,34,A
38,27,A
21,27,A
35,22,A
35,22,A
45,30,A
35,22,A
23,24,A
34,29,A
26,32,A
26,26,A
40,34,A
42,33,A
38,29,A
33,32,A
27,32,A
33,23,A
39,33,A
38,23,A
22,26,A
28,33,A
34,23,A
31,24,A
38,21,A
26,26,A
23,28,A
22,30,A
23,27,A
32,22,A
45,24,A
33,25,A
33,23,A
39,22,A
41,25,A
43,32,A
34,24,A
33,30,A
28,25,A
40,23,A
37,24,A
38,33,A
29,34,A
45,27,A
44,31,A
30,32,A
32,23,A
36,20,A
44,34,A
33,25,A
31,28,A
20,26,A
31,26,A
25,22,A
33,25,A
40,26,A
36,34,A
40,26,A
27,24,A
30,29,A
31,26,A
26,24,A
28,27,A
40,27,A
41,22,A
22,24,A
29,27,A
41,25,A
37,21,A
20,33,A
34,27,A
40,20,A
20,32,A
36,33,A
20,30,A
30,28,A
31,29,A
24,32,A
26,35,A
41,35,A
35,20,A
27,32,A
34,26,A
43,28,A
40,20,A
26,27,A
38,29,A
34,31,A
24,23,A
33,27,A
38,32,A
26,27,A
25,27,A
22,35,A
40,30,A
31,20,A
28,25,A
23,28,A
29,32,A
27,27,A
26,25,A
45,24,A
43,24,A
37,34,A
22,30,A
25,21,A
22,20,A
45,28,A
37,24,A
25,27,A
39,29,A
40,20,A
24,23,A
43,31,A
28,21,A
29,27,A
44,24,A
29,21,A
38,21,A
36,24,A
38,22,A
32,32,A
35,30,A
37,20,A
39,23,A
28,29,A
43,22,A
38,27,A
35,30,A
34,30,A
20,21,A
23,32,A
28,23,A
27,20,A
30,32,A
42,34,A
31,30,A
30,21,A
45,34,A
33,35,A
37,34,A
41,22,A
45,25,A
41,28,A
31,33,A
41,24,A
38,29,A
39,29,A
37,25,A
44,25,A
25,35,A
35,23,A
34,22,A
42,24,A
35,20,A
35,23,A
30,22,A
40,24,A
25,32,A
45,21,A
45,32,A
21,35,A
20,33,A
25,23,A
24,21,A
37,23,A
22,24,A
29,31,A
32,23,A
32,31,A
35,28,A
29,20,A
37,27,A
31,31,A
20,23,A
43,28,A
35,22,A
22,23,A
41,23,A
26,21,A
27,27,A
32,31,A
33,21,A
26,34,A
42,25,A
42,32,A
36,20,A
32,27,A
41,28,A
31,21,A
36,24,A
27,30,A
33,29,A
20,29,A
43,32,A
24,21,A
44,29,A
32,33,A
26,26,A
34,29,A
39,34,A
32,31,A
36,24,A
34,24,A
34,35,A
38,22,A
20,34,A
26,33,A
21,23,A
30,21,A
35,25,A
30,33,A
29,33,A
40,28,A
32,21,A
23,26,A
26,20,A
30,32,A
43,34,A
25,28,A
22,20,A
37,23,A
24,31,A
40,29,A
44,21,A
29,35,A
36,31,A
36,26,A
44,35,A
39,31,A
43,25,A
40,26,A
26,29,A
26,32,A
26,20,A
20,35,A
40,30,A
45,33,A
31,28,A
41,35,A
28,21,A
42,29,A
39,32,A
25,27,A
45,23,A
23,28,A
24,26,A
45,24,A
24,20,A
23,23,A
23,34,A
20,24,A
23,28,A
27,29,A
29,34,A
41,32,A
38,26,A
36,22,A
30,35,A
44,27,A
44,35,A
31,24,A
27,29,A
32,30,A
24,29,A
34,29,A
42,27,A
30,23,A
35,22,A
32,23,A
21,33,A
44,22,A
31,25,A
43,20,A
30,26,A
23,23,A
45,26,A
21,33,A
27,20,A
41,27,A
37,33,A
42,27,A
29,35,A
31,30,A
45,22,A
31,25,A
33,24,A
42,33,A
31,24,A
23,23,A
26,25,A
23,26,A
42,35,A
23,32,A
24,29,A
30,33,A
44,23,A
20,26,A
25,21,A
45,27,A
41,30,A
45,24,A
38,30,A
38,26,A
25,35,A
39,26,A
45,35,A
30,32,A
35,28,A
41,23,A
26,33,A
20,30,A
44,35,A
33,31,A
31,34,A
42,23,A
36,23,A
37,32,A
31,35,A
42,25,A
26,29,A
39,25,A
27,25,A
40,28,A
29,23,A
33,33,A
41,21,A
25,34,A
38,22,A
21,21,A
32,26,A
29,31,A
44,33,A
20,34,A
34,24,A
22,26,A
44,34,A
37,28,A
38,34,A
31,28,A
40,27,A
24,23,A
37,25,A
24,30,A
29,31,A
22,30,A
25,23,A
28,23,A
44,26,A
44,20,A
44,23,A
33,26,A
32,35,A
36,20,A
35,20,A
37,24,A
24,22,A
41,31,A
23,21,A
23,28,A
43,33,A
21,30,A
43,21,A
41,25,A
40,24,A
27,27,A
38,29,A
20,25,A
37,21,A
24,21,A
31,26,A
41,35,A
44,28,A
42,20,A
41,35,A
25,34,A
31,29,A
29,28,A
34,22,A
32,24,A
41,35,A
35,31,A
27,32,A
32,34,A
28,31,A
26,28,A
29,21,A
21,25,A
21,35,A
36,29,A
45,31,A
40,31,A
26,33,A
21,25,A
27,29,A
27,33,A
22,29,A
41,33,A
20,27,A
38,24,A
26,29,A
45,21,A
40,35,A
21,35,A
27,34,A
20,21,A
32,32,A
25,34,A
20,34,A
23,22,A
45,32,A
29,35,A
27,26,A
31,23,A
28,30,A
32,26,A
38,35,A
20,20,A
42,29,A
20,21,A
32,29,A
39,30,A
21,35,A
20,35,A
30,23,A
35,21,A
28,27,A
26,21,A
22,21,A
24,22,A
29,22,A
40,28,A
45,35,A
38,34,A
39,31,A
44,30,A
27,25,A
34,25,A
31,24,A
25,35,A
27,32,A
40,32,A
45,29,A
34,25,A
31,25,A
23,23,A
41,22,A
39,31,A
45,33,A
31,33,A
43,32,A
37,34,A
26,33,A
22,35,A
34,20,A
34,22,A
43,26,A
37,23,A
33,31,A
24,28,A
37,35,A
39,27,A
34,27,A
39,31,A
23,20,A
36,34,A
37,34,A
21,31,A
20,35,A
27,34,A
44,21,A
27,27,A
26,23,A
36,24,A
27,27,A
22,25,A
42,20,A
27,26,A
45,35,A
24,20,A
38,29,A
23,29,A
34,22,A
45,27,A
40,30,A
27,32,A
26,31,A
27,31,A
45,26,A
20,24,A
22,26,A
33,30,A
27,30,A
32,33,A
45,21,A
39,20,A
34,28,A
39,31,A
20,30,A
22,35,A
36,24,A
25,28,A
45,35,A
38,21,A
35,23,A
30,22,A
39,23,A
21,30,A
30,31,A
43,24,A
35,21,A
23,26,A
27,27,A
41,23,A
25,30,A
41,33,A
21,25,A
44,23,A
39,30,A
38,22,A
24,35,A
26,33,A
24,24,A
37,31,A
45,32,A
39,25,A
36,23,A
41,20,A
43,23,A
32,26,A
24,30,A
21,35,A
44,27,A
31,27,A
30,34,A
24,28,A
36,29,A
36,20,A
45,23,A
20,29,A
43,26,A
23,34,A
36,21,A
20,21,A
43,20,A
24,34,A
41,25,A
36,29,A
32,32,A
27,33,A
35,22,A
36,24,A
34,29,A
43,26,A
25,33,A
34,24,A
20,20,A
33,30,A
45,21,A
43,30,A
35,25,A
42,25,A
20,25,A
41,33,A
35,20,A
20,20,A
31,31,A
41,20,A
22,23,A
27,35,A
35,23,A
33,32,A
38,25,A
26,20,A
27,22,A
32,34,A
41,21,A
40,20,A
26,29,A
30,29,A
39,24,A
26,30,A
44,29,A
20,28,A
24,30,A
23,20,A
38,23,A
41,29,A
37,21,A
42,31,A
40,23,A
43,22,A
42,25,A
27,26,A
30,34,A
35,29,A
34,30,A
25,20,A
29,30,A
41,31,A
41,32,A
39,21,A
23,31,A
36,35,A
43,20,A
24,23,A
41,30,A
41,20,A
40,33,A
33,31,A
36,26,A
42,29,A
45,27,A
41,35,A
23,32,A
43,30,A
23,22,A
44,20,A
35,26,A
21,22,A
36,20,A
43,35,A
43,31,A
44,35,A
20,25,A
27,28,A
39,28,A
36,23,A
34,21,A
29,26,A
27,20,A
23,21,A
43,26,A
38,22,A
38,28,A
22,34,A
21,21,A
32,34,A
30,28,A
44,27,A
30,23,A
25,29,A
39,30,A
32,27,A
35,31,A
20,35,A
40,32,A
24,27,A
32,25,A
32,23,A
32,23,A
27,23,A
34,33,A
22,23,A
22,22,A
33,34,A
39,24,A
23,32,A
32,25,A
23,21,A
28,30,A
37,25,A
23,27,A
28,26,A
21,22,A
45,30,A
45,23,A
33,24,A
32,34,A
43,21,A
44,35,A
43,34,A
37,25,A
37,23,A
45,21,A
23,34,A
29,22,A
28,22,A
35,20,A
42,32,A
21,26,A
44,33,A
36,27,A
43,30,A
27,30,A
26,32,A
22,25,A
33,32,A
31,21,A
20,26,A
39,34,A
34,22,A
40,21,A
44,22,A
25,20,A
25,27,A
22,29,A
40,34,A
38,27,A
39,20,A
20,22,A
31,27,A
24,32,A
38,29,A
27,23,A
44,30,A
34,23,A
33,21,A
35,31,A
25,20,A
27,24,A
20,35,A
37,27,A
42,35,B
24,35,B
24,23,B
25,20,B
28,31,B
31,24,B
36,35,B
42,25,B
31,26,B
35,31,B
43,31,B
30,28,B
29,25,B
41,23,B
29,25,B
24,30,B
27,32,B
21,22,B
43,27,B
27,30,B
20,21,B
34,21,B
34,23,B
38,29,B
44,35,B
43,23,B
43,35,B
27,27,B
22,25,B
35,20,B
34,26,B
30,24,B
21,22,B
24,28,B
33,26,B
28,20,B
35,24,B
27,20,B
24,21,B
32,29,B
21,28,B
24,25,B
21,30,B
23,32,B
20,28,B
45,21,B
40,28,B
32,35,B
41,26,B
33,33,B
24,28,B
21,30,B
31,32,B
42,33,B
40,24,B
28,21,B
24,27,B
32,21,B
29,26,B
33,21,B
34,27,B
22,28,B
33,35,B
27,21,B
40,30,B
37,23,B
42,21,B
45,31,B
39,25,B
37,20,B
30,25,B
38,27,B
26,34,B
29,28,B
38,31,B
44,35,B
36,27,B
26,21,B
38,24,B
42,28,B
28,34,B
43,27,B
43,25,B
20,32,B
35,32,B
34,24,B
45,34,B
27,24,B
45,22,B
43,25,B
28,30,B
42,23,B
30,27,B
30,22,B
35,29,B
25,22,B
35,28,B
21,31,B
20,20,B
28,23,B
44,25,B
39,25,B
31,22,B
41,27,B
45,24,B
38,23,B
37,23,B
26,29,B
27,26,B
30,28,B
31,34,B
26,24,B
45,30,B
27,27,B
30,27,B
22,31,B
34,30,B
36,35,B
33,25,B
27,22,B
27,33,B
33,32,B
44,27,B
31,26,B
36,23,B
27,27,B
39,23,B
28,24,B
21,20,B
35,31,B
22,24,B
20,33,B
33,31,B
28,33,B
43,29,B
41,34,B
45,32,B
22,20,B
35,28,B
38,23,B
24,27,B
21,20,B
34,22,B
40,25,B
28,25,B
26,31,B
20,25,B
30,24,B
40,34,B
41,26,B
34,33,B
41,25,B
21,20,B
42,27,B
24,22,B
22,20,B
35,20,B
23,31,B
22,31,B
25,30,B
23,25,B
43,32,B
33,24,B
26,20,B
39,27,B
39,23,B
33,30,B
45,24,B
44,20,B
34,31,B
37,23,B
29,21,B
38,35,B
36,24,B
20,35,B
39,28,B
31,33,B
26,21,B
30,23,B
32,26,B
34,21,B
41,27,B
34,29,B
31,32,B
41,20,B
20,26,B
35,32,B
44,35,B
32,34,B
41,24,B
30,26,B
38,27,B
33,30,B
35,22,B
38,32,B
36,34,B
36,22,B
35,22,B
44,34,B
25,33,B
40,34,B
35,26,B
23,31,B
36,22,B
27,31,B
42,21,B
34,32,B
36,25,B
22,31,B
25,28,B
32,33,B
37,23,B
40,29,B
45,30,B
23,20,B
21,31,B
39,24,B
20,22,B
20,32,B
34,24,B
44,27,B
23,35,B
41,26,B
37,25,B
34,30,B
34,35,B
31,31,B
38,28,B
37,23,B
21,25,B
21,24,B
38,25,B
34,23,B
32,35,B
32,27,B
41,24,B
39,31,B
31,27,B
30,24,B
43,30,B
35,22,B
20,20,B
25,28,B
30,24,B
44,27,B
26,23,B
34,22,B
29,31,B
28,24,B
38,29,B
31,33,B
41,28,B
26,30,B
32,21,B
34,26,B
43,30,B
41,31,B
34,22,B
42,24,B
22,25,B
45,25,B
27,35,B
26,34,B
29,31,B
42,27,B
44,20,B
23,28,B
32,35,B
40,24,B
37,22,B
35,35,B
21,24,B
25,27,B
25,22,B
29,30,B
37,30,B
43,27,B
25,21,B
33,22,B
35,24,B
38,24,B
42,29,B
22,34,B
25,21,B
25,34,B
30,26,B
41,22,B
40,31,B
40,24,B
20,35,B
21,28,B
36,31,B
27,25,B
28,24,B
23,31,B
25,21,B
39,24,B
20,23,B
33,33,B
28,27,B
44,24,B
30,28,B
40,34,B
43,33,B
20,21,B
34,23,B
40,29,B
42,24,B
22,28,B
23,31,B
38,26,B
39,25,B
43,30,B
38,20,B
21,27,B
42,25,B
33,24,B
20,35,B
30,25,B
33,27,B
45,35,B
22,25,B
25,33,B
43,34,B
28,33,B
44,22,B
20,33,B
27,23,B
44,32,B
23,30,B
41,23,B
41,31,B
41,30,B
26,25,B
36,25,B
29,28,B
34,22,B
24,35,B
29,33,B
32,25,B
36,29,B
20,23,B
30,34,B
38,32,B
28,35,B
24,24,B
40,29,B
26,34,B
43,26,B
39,32,B
21,26,B
45,21,B
37,23,B
35,28,B
25,29,B
34,30,B
29,23,B
37,30,B
23,26,B
36,30,B
30,27,B
31,21,B
41,33,B
26,23,B
28,23,B
42,34,B
40,34,B
20,27,B
20,21,B
25,23,B
23,33,B
36,24,B
45,26,B
32,35,B
35,23,B
44,20,B
38,20,B
32,30,B
37,27,B
21,34,B
41,28,B
44,34,B
37,35,B
27,34,B
30,28,B
26,25,B
31,32,B
23,35,B
31,28,B
37,28,B
31,27,B
34,35,B
41,24,B
20,30,B
34,31,B
27,21,B
31,23,B
30,34,B
41,28,B
39,20,B
21,24,B
28,23,B
32,22,B
33,27,B
31,22,B
28,27,B
21,35,B
26,29,B
34,33,B
30,22,B
26,20,B
32,33,B
31,34,B
28,28,B
25,25,B
20,24,B
44,25,B
37,28,B
20,25,B
45,34,B
39,29,B
37,24,B
25,27,B
40,26,B
41,34,B
20,31,B
32,32,B
41,28,B
28,24,B
44,21,B
41,25,B
44,23,B
21,23,B
34,23,B
36,21,B
39,33,B
42,30,B
44,24,B
39,25,B
26,35,B
26,26,B
23,24,B
43,30,B
23,28,B
41,35,B
36,29,B
27,32,B
31,33,B
24,33,B
44,29,B
29,33,B
26,30,B
20,34,B
26,25,B
45,23,B
21,26,B
25,27,B
43,35,B
45,21,B
32,31,B
31,23,B
45,24,B
37,29,B
33,30,B
36,34,B
24,35,B
44,21,B
34,25,B
28,22,B
37,31,B
26,32,B
45,33,B
20,28,B
21,30,B
20,24,B
34,31,B
22,33,B
23,35,B
33,24,B
24,25,B
23,35,B
25,32,B
29,35,B
30,27,B
43,29,B
39,26,B
33,31,B
31,33,B
21,25,B
42,33,B
40,31,B
24,21,B
25,31,B
32,35,B
40,35,B
41,25,B
21,27,B
34,31,B
39,31,B
35,29,B
24,20,B
34,26,B
36,21,B
32,24,B
38,24,B
22,29,B
29,26,B
32,31,B
29,26,B
21,23,B
28,32,B
32,31,B
28,32,B
21,24,B
44,33,B
41,33,B
43,22,B
29,34,B
27,28,B
27,34,B
32,35,B
37,34,B
26,34,B
25,28,B
44,25,B
43,24,B
27,21,B
33,27,B
27,25,B
40,33,B
31,30,B
21,29,B
38,32,B
20,22,B
42,20,B
37,28,B
21,25,B
34,21,B
34,24,B
34,35,B
43,30,B
35,32,B
24,26,B
20,27,B
36,25,B
25,20,B
43,24,B
42,21,B
23,34,B
22,26,B
44,22,B
38,22,B
32,35,B
41,21,B
27,22,B
44,23,B
43,29,B
45,35,B
23,28,B
44,29,B
45,34,B
38,27,B
26,26,B
23,35,B
38,29,B
40,27,B
20,21,B
43,32,B
42,33,B
42,30,B
22,27,B
22,30,B
44,26,B
30,33,B
29,27,B
34,30,B
23,30,B
31,33,B
32,31,B
42,27,B
23,25,B
34,32,B
31,27,B
21,25,B
41,35,B
45,22,B
45,32,B
22,25,B
36,20,B
44,27,B
37,30,B
38,35,B
38,29,B
35,34,B
28,21,B
27,30,B
34,31,B
31,29,B
23,31,B
40,32,B
36,31,B
28,27,B
24,20,B
43,35,B
24,24,B
25,32,B
21,20,B
24,30,B
42,24,B
44,34,B
23,35,B
21,20,B
25,21,B
28,24,B
33,32,B
25,22,B
29,21,B
44,30,B
43,20,B
45,24,B
40,26,B
37,23,B
42,23,B
21,24,B
43,29,B
30,32,B
21,25,B
38,24,B
20,25,B
38,23,B
22,33,B
45,26,B
20,24,B
31,24,B
40,31,B
22,27,B
39,31,B
31,34,B
36,33,B
39,27,B
30,21,B
26,28,B
22,23,B
25,28,B
31,23,B
44,34,B
29,21,B
22,33,B
34,25,B
34,28,B
33,23,B
30,28,B
25,25,B
25,22,B
30,32,B
39,28,B
25,30,B
24,29,B
21,28,B
31,35,B
25,26,B
36,23,B
45,31,B
30,31,B
20,24,B
40,27,B
33,30,B
33,22,B
40,24,B
30,23,B
36,20,B
25,30,B
31,27,B
43,24,B
41,26,B
29,22,B
44,32,B
30,31,B
44,29,B
28,20,B
45,22,B
34,25,B
26,20,B
40,20,B
38,23,B
21,34,B
35,27,B
44,32,B
22,34,B
33,30,B
24,21,B
21,30,B
29,34,B
40,27,B
39,33,B
21,27,B
26,20,B
24,35,B
30,27,B
45,22,B
37,34,B
32,30,B
41,33,B
27,23,B
20,28,B
23,33,B
21,29,B
36,26,B
35,32,B
21,26,B
32,25,B
28,30,B
22,29,B
44,27,B
21,33,B
29,26,B
26,29,B
25,27,B
40,20,B
37,26,B
45,21,B
44,30,B
29,30,B
40,23,B
34,20,B
40,23,B
31,33,B
23,20,B
39,21,B
39,23,B
35,27,B
20,25,B
41,23,B
45,26,B
24,31,B
21,24,B
30,20,B
44,29,B
31,22,B
23,33,B
31,23,B
39,32,B
34,28,B
25,22,B
30,34,B
38,20,B
45,28,B
26,31,B
39,31,B
30,25,B
42,23,B
29,32,B
37,31,B
22,35,B
40,29,B
29,25,B
33,22,B
20,28,B
36,28,B
34,20,B
26,35,B
26,28,B
38,29,B
30,21,B
40,31,B
28,27,B
39,27,B
43,35,B
31,20,B
45,31,B
43,30,B
36,21,B
23,30,B
30,28,B
24,21,B
21,31,B
22,21,B
32,34,B
39,35,B
23,24,B
28,26,B
36,20,B
44,23,B
23,25,B
42,21,B
30,27,B
32,22,B
29,21,B
21,33,B
27,26,B
22,28,B
33,20,B
38,26,B
38,23,B
37,29,B
21,31,B
32,33,B
33,35,B
38,34,B
22,35,B
43,26,B
20,24,B
40,32,B
29,34,B
42,32,B
24,25,B
42,29,B
24,21,B
27,35,B
21,27,B
35,25,B
29,22,B
32,22,B
21,29,B
24,30,B
24,31,B
26,29,B
44,32,B
27,25,B
41,28,B
22,35,B
31,23,B
38,22,B
45,21,B
29,22,B
44,31,B
45,24,B
33,25,B
39,21,B
32,30,B
28,23,B
23,32,B
37,29,B
37,21,B
31,32,B
20,32,B
34,25,B
40,22,B
33,34,B
20,20,B
39,23,B
36,34,B
21,26,B
27,20,B
38,29,B
25,29,B
32,20,B
40,35,B
32,29,B
26,20,B
44,30,B
22,26,B
43,30,B
32,30,B
43,20,B
37,22,B
35,21,B
32,27,B
30,34,B
27,33,B
24,26,B
33,33,B
21,33,B
20,20,B
32,28,B
30,25,B
44,32,B
37,25,B
22,29,B
23,34,B
30,26,B
20,33,B
36,29,B
44,27,B
25,22,B
30,33,B
36,33,B
39,28,B
35,32,B
22,23,B
28,22,B
36,31,B
24,23,B
21,27,B
32,28,B
42,30,B
26,30,B
45,31,B
42,35,B
32,29,B
38,27,B
28,27,B
31,30,B
32,21,B
41,26,B
22,22,B
32,22,B
32,24,B
29,22,B
36,35,B
32,22,B
41,35,B
31,28,B
45,26,B
27,25,B
29,23,B
43,32,B
42,27,B
21,34,B
28,28,B
30,35,B
30,32,B
24,25,B
35,23,B
30,25,B
38,23,B
26,33,B
42,28,B
42,31,B
40,31,B
36,30,B
32,26,B
35,35,B
34,30,B
41,35,B
21,30,B
24,23,B
37,35,B
37,24,B
44,34,B
45,27,B
22,29,B
41,34,B
24,20,B
39,30,B
26,35,B
37,32,B
30,35,B
23,21,B
34,30,B
32,27,B
24,26,B
43,25,B
29,24,B
43,27,B
23,31,B
34,33,B
24,33,B
21,30,B
44,31,B
32,27,B
30,33,B
31,27,B
22,21,B
21,25,B
31,26,B
23,24,B
35,25,B
45,21,B
39,33,B
44,21,B
38,31,B
39,25,B
20,22,B
20,29,B
33,27,B
31,28,B
24,24,B
38,31,B
42,24,B
42,21,B
23,29,B
34,25,B
38,35,B
21,30,B
36,24,B
38,34,B
42,33,B
38,28,B
32,25,B
28,34,B
40,22,B
33,34,B
32,35,B
22,34,B
39,28,B
45,28,B
38,31,B
20,22,B
20,22,B
21,24,B
42,23,B
41,24,B
27,24,B
44,33,B
29,26,B
29,25,B
35,23,B
20,26,B
35,34,B
32,31,B
42,22,B
21,28,B
32,20,B
33,32,B
